ID,Site,Start_date,End_date,Midpoint,RoofedArea,Value
1644,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,100,0,143.1000061,4.963543729189937
1645,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,44.20000076,3.7887248062782226
1646,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,19.60000038,2.9755295856242263
1647,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,100,0,103.9000015,4.643428912542141
1648,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,86.59999847,4.461299797900953
1649,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",100,300,200,42.5,3.7495040759303713
1650,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,113.0999985,4.728272369859475
1651,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,100,0,50.29999924,3.9180050619963493
1652,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,86.59999847,4.461299797900953
1653,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,86.59999847,4.461299797900953
1654,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,33.20000076,3.502549898814009
1655,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,100,0,50.29999924,3.9180050619963493
1656,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,132.6999969,4.888090917977197
1657,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,50,-25,86.59999847,4.461299797900953
1658,"Shepherd Lane, Woodmansey (Ganstead to Asselby Plots 53 and 55)",-100,100,0,63.59999847,4.152613446289473
1659,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",1,100,50.5,44,3.784189633918261
1660,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",100,300,200,69.40000153,4.239886889558868
1661,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",100,400,250,38.5,3.6506582412937387
1662,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",200,400,300,38.5,3.6506582412937387
1663,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",250,400,325,92,4.5217885770490405
1664,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",1,100,50.5,26.39999962,3.273363995758331
1665,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",100,400,250,17.60000038,2.867898923635015
1666,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",100,400,250,19.799999239999998,2.9856818993166505
1667,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",100,400,250,63.79999924,4.155753178438518
1668,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",1,100,50.5,38.5,3.6506582412937387
1669,"Rudstone Dale, Newbald (Ganstead to Asselby Plots 103 and 104)",1,100,50.5,38.5,3.6506582412937387
1670,"Warren Hill Spring, Hotham (Ganstead to Asselby Plot 123)",50,250,150,19.700000760000002,2.9806186743226224
1671,"Warren Hill Spring, Hotham (Ganstead to Asselby Plot 123)",250,400,325,15.30000019,2.7278528408166904
1672,"Warren Hill Spring, Hotham (Ganstead to Asselby Plot 123)",250,400,325,27,3.295836866004329
1673,"Snake Hall, Hotham (Ganstead to Asselby Plots 128 and 129)",-50,250,100,7.099999905,1.960094770666988
1674,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,103.9000015,4.643428912542141
1675,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,12.600000380000001,2.5336968441161623
1676,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,103.9000015,4.643428912542141
1677,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,103.9000015,4.643428912542141
1678,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,11.30000019,2.424802742532454
1679,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,6.199999809,1.824549261244594
1680,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,9.600000381,2.2617631381612897
1681,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,5.300000191,1.6677068565958113
1682,"Black Dike, North Cave (Ganstead to Asselby Plots 131, 132, 133 and 134)",-50,250,100,11.30000019,2.424802742532454
1683,"Howden Common, Eastrington (Ganstead to Asselby Plots 178 and 179)",-50,350,150,227,5.424950017481403
1684,"Howden Common, Eastrington (Ganstead to Asselby Plots 178 and 179)",-50,350,150,227,5.424950017481403
1685,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",100,300,200,63,4.143134726391533
1686,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",100,300,200,63,4.143134726391533
1687,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",100,300,200,33.20000076,3.502549898814009
1688,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",-50,100,25,6.199999809,1.824549261244594
1689,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",100,300,200,63,4.143134726391533
1690,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",-50,100,25,23.799999239999998,3.1696855487446554
1691,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",100,300,200,63,4.143134726391533
1692,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",-50,100,25,5.300000191,1.6677068565958113
1693,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",100,300,200,19.60000038,2.9755295856242263
1694,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",-50,100,25,50.29999924,3.9180050619963493
1695,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",-50,100,25,4.900000095,1.589235224504336
1696,"Thorpe Hall, Eastrington (Ganstead to Asselby Plots 182 and 184)",100,300,200,18,2.8903717578961645
1697,"Melton wastewater works, near Brough",50,400,225,40.70000076,3.7062281111217676
1698,Rudston,300,375,337.5,207.8999939,5.337057165522937
1699,Rudston,1,375,188,138.3000031,4.929425261085752
1700,Rudston,1,375,188,76.5,4.33729074083249
1701,Rudston,1,375,188,47.59999847,3.862832729094517
1702,Rudston,1,375,188,13.69999981,2.617395818965466
1703,Rudston,200,300,250,11.80000019,2.468099547573314
1704,Wansford,100,200,150,14.5,2.6741486494265287
1705,"Chapel Garth, Arram",-50,400,175,19.60000038,2.9755295856242263
1706,"Chapel Garth, Arram",-50,400,175,28.299999239999998,3.342861777794068
1707,"Chapel Garth, Arram",-50,400,175,67.90000153,4.2180360570977875
1708,"Chapel Garth, Arram",-50,400,175,29.200000760000002,3.374168735301633
1709,"Aldborough Gas Storage Facility, Aldborough",0,125,62.5,63.59999847,4.152613446289473
1710,"Aldborough Gas Storage Facility, Aldborough",0,125,62.5,63.59999847,4.152613446289473
1711,"Aldborough Gas Storage Facility, Aldborough",0,125,62.5,50.29999924,3.9180050619963493
1712,"Aldborough Gas Storage Facility, Aldborough",0,125,62.5,31.5,3.449987545831587
1713,"Aldborough Gas Storage Facility, Aldborough",0,125,62.5,78.5,4.363098624788363
1714,"Salt End To Aldborough, Plot N10",-100,100,0,78.5,4.363098624788363
1715,"Salt End To Aldborough, Plot N10",-100,100,0,19.60000038,2.9755295856242263
1716,"Salt End To Aldborough, Plot N10",-100,100,0,132.6999969,4.888090917977197
1717,"Salt End To Aldborough, Plot N10",-100,100,0,63.59999847,4.152613446289473
1718,Welton villa,100,400,250,280.7999878,5.637642628704362
1719,Welton villa,200,350,275,48.70000076,3.8856790456942933
1720,Welton villa,200,350,275,122.8000031,4.810557040957342
1721,Welton villa,100,200,150,89.90000153,4.498697958496484
1722,Welton villa,100,200,150,117.8000031,4.768988297533276
1723,Welton villa,100,200,150,105.5999985,4.659658357067616
1724,Welton villa,-100,100,0,95,4.553876891600541
1725,"Millfield Farm, Wheldrake",150,400,275,95,4.553876891600541
1726,"Millfield Farm, Wheldrake",150,400,275,95,4.553876891600541
1727,"Malton Road, Knapton (Knapton Generating Station and gas pipeline)",200,400,300,62.20000076,4.1303550119637835
1728,Great Ayton Moor,-100,70,-15,43,3.7612001156935624
1729,"Crag Bank, Kildale",-100,200,50,56.79999924,4.039536312346824
1730,Wharram Le Street,200,400,300,435.5,6.0764947962925575
1731,Langton villa,70,400,235,184.1000061,5.215479121373198
1732,Langton villa,70,400,235,261.3999939,5.566051777854238
1733,Beadlam villa,150,400,275,63.59999847,4.152613446289473
1734,Beadlam villa,150,400,275,61.59999847,4.120661845701812
1735,Beadlam villa,150,400,275,88.5,4.483002552013883
1736,Beadlam villa,150,400,275,56.59999847,4.036008958177335
1737,Beadlam villa,150,400,275,290.2000122,5.670570382490059
1738,Beadlam villa,150,400,275,143.5,4.966335035199676
1739,Beadlam villa,150,400,275,483.6000061,6.181258131354368
1740,"Percy Rigg, Kildale",-50,50,0,35.29999924,3.5638829424095055
1741,"Percy Rigg, Kildale",-50,50,0,56.79999924,4.039536312346824
1742,"Percy Rigg, Kildale",-50,50,0,60.79999924,4.107589776472121
1743,"Percy Rigg, Kildale",-50,50,0,56.79999924,4.039536312346824
1744,"Percy Rigg, Kildale",-50,50,0,23.799999239999998,3.1696855487446554
1745,"Newham's Pit, Staxton",80,120,100,17.39999962,2.8564701843814024
1746,"Newham's Pit, Staxton",80,120,100,13.899999619999999,2.631888812798516
1747,"Newham's Pit, Staxton",80,120,100,10.80000019,2.3795461517227663
1748,"Newbridge Quarry, Pickering",-100,350,125,95,4.553876891600541
1749,"Newbridge Quarry, Pickering",-100,350,125,63.59999847,4.152613446289473
1750,"Newbridge Quarry, Pickering",-100,350,125,63.59999847,4.152613446289473
1751,"Crankley Lane, Easingwold By-pass",-100,1,-49.5,15.899999619999999,2.7663190853268143
1752,Bank Newton,-120,80,-20,36.29999924,3.591817720334166
1753,Bank Newton,100,275,187.5,30.200000760000002,3.4078419495463868
1754,"Scotch Corner, SCA15, and Scotch Corner Hotel",-100,100,0,63.59999847,4.152613446289473
1755,"Scotch Corner, SCA15, and Scotch Corner Hotel",-100,100,0,63.59999847,4.152613446289473
1756,"Scotch Corner, SCA15, and Scotch Corner Hotel",-100,100,0,30,3.4011973816621555
1757,Healam Bridge,75,425,250,72,4.276666119016055
1758,Healam Bridge,75,138,106.5,72,4.276666119016055
1759,Healam Bridge,75,425,250,68,4.219507705176107
1760,Healam Bridge,300,500,400,17.60000038,2.867898923635015
1761,Healam Bridge,75,425,250,72,4.276666119016055
1762,Healam Bridge,75,425,250,48,3.871201010907891
1763,Healam Bridge,-100,200,50,89.59999847,4.495355302904992
1764,Healam Bridge,75,125,100,30,3.4011973816621555
1765,Healam Bridge,120,200,160,28,3.332204510175204
1766,Healam Bridge,50,200,125,225,5.41610040220442
1767,Healam Bridge,-100,200,50,44,3.784189633918261
1768,Levisham Moor enclosures (A-E),1,400,200.5,27.60000038,3.31781578649122
1769,Levisham Moor enclosures (A-E),1,400,200.5,113.0999985,4.728272369859475
1770,Levisham Moor enclosures (A-E),1,400,200.5,28.299999239999998,3.342861777794068
1771,"Asselby to Pannal pipeline, Site 17-3",43,360,201.5,56.79999924,4.039536312346824
1772,"Asselby to Pannal pipeline, Site 18-5",-170,80,-45,89.90000153,4.498697958496484
1773,"Dringhouses, 42-50 Tadcaster Road",175,225,200,486.7000122,6.187647941906184
1774,Norton Grange (Field 79),-50,100,25,154,5.0369526024136295
1775,Catterick Race Course,100,450,275,176.6999969,5.174453361781791
1776,Catterick Race Course,100,450,275,132.6999969,4.888090917977197
1777,Catterick Race Course,100,450,275,176.6999969,5.174453361781791
1778,"Crossgates, Seamer",-100,200,50,166.3000031,5.113793404839892
1779,"Crossgates, Seamer",-100,200,50,153.8999939,5.036303001208705
1780,"Crossgates, Seamer",-100,200,50,83.30000305,4.422448585787442
1781,"Crossgates, Seamer",-100,200,50,78.5,4.363098624788363
1782,"Crossgates, Seamer",0,200,100,78.5,4.363098624788363
1783,"Gale Common Ash Disposal Site, Womersley",-100,100,0,26.39999962,3.273363995758331
1784,"Gale Common Ash Disposal Site, Womersley",300,400,350,74.90000153,4.31615391095041
1785,Mount Pleasant Farm,-50,200,75,38.5,3.6506582412937387
1786,Mount Pleasant Farm,-50,200,75,15.899999619999999,2.7663190853268143
1787,Mount Pleasant Farm,-50,200,75,15.899999619999999,2.7663190853268143
1788,"Scarborough Integrated Transport Scheme, Fieldwork Area B and Former Play Area",-100,200,50,95,4.553876891600541
1789,"Scarborough Integrated Transport Scheme, Fieldwork Area B and Former Play Area",-100,200,50,44.20000076,3.7887248062782226
1790,"Scarborough Integrated Transport Scheme, Fieldwork Area B and Former Play Area",-100,200,50,113.0999985,4.728272369859475
1791,"Teesside to Saltend Ethylene Pipeline, Site 716, Acaster Hill",-50,70,10,193.6000061,5.265794206350741
1792,"Teesside to Saltend Ethylene Pipeline, Site 713, Manor Cottage, East Rounton",-100,100,0,169.6999969,5.134032153972649
1793,"Teesside to Saltend Ethylene Pipeline, Site 713, Manor Cottage, East Rounton",-100,100,0,60.79999924,4.107589776472121
1794,"Teesside to Saltend Ethylene Pipeline, Site 713, Manor Cottage, East Rounton",-100,100,0,88.30000305,4.48074014215125
1795,"Teesside to Saltend Ethylene Pipeline, Site 713, Manor Cottage, East Rounton",-100,100,0,52.79999924,3.966511176318276
1796,"Teesside to Saltend Ethylene Pipeline, Site 713, Manor Cottage, East Rounton",-100,100,0,120.8000031,4.794136311162966
1797,"Teesside to Saltend Ethylene Pipeline, Site 718, Sike Spa, Crayke",1,70,35.5,28.299999239999998,3.342861777794068
1798,"Teesside to Saltend Ethylene Pipeline, Site 718, Sike Spa, Crayke",1,70,35.5,50.29999924,3.9180050619963493
1799,"Teesside to Saltend Ethylene Pipeline, Site 718, Sike Spa, Crayke",1,70,35.5,19.60000038,2.9755295856242263
1800,"Marton to Acomb Landing pipeline, Field 22",50,400,225,50.29999924,3.9180050619963493
1801,"Marton to Acomb Landing pipeline, Field 22",43,400,221.5,50.29999924,3.9180050619963493
1802,"Heslington East, Areas A1 and A2",-100,200,50,55.5,4.0163830207523885
1803,"Heslington East, Areas A1 and A2",-100,200,50,59.5,4.085976312551584
1804,"Heslington East, Areas A1 and A2",-100,200,50,20.39999962,3.0155348822227195
1805,"Heslington East, Areas A1 and A2",-100,200,50,26.39999962,3.273363995758331
1806,"Heslington East, Areas A1 and A2",-100,200,50,28.299999239999998,3.342861777794068
1807,"Heslington East, Areas A1 and A2",-100,200,50,24.60000038,3.2027464583854717
1808,"Heslington East, Areas A1 and A2",-100,200,50,96.80000305,4.572647025790795
1809,"Heslington East, Areas A1 and A2",-100,200,50,116.9000015,4.761318881309503
1810,"Heslington East, Areas A1 and A2",-100,200,50,122.6999969,4.809742326451992
1811,Holme House Villa,1,400,200.5,176.6999969,5.174453361781791
1812,"Melsonby, Stanwick",-100,80,-10,66.5,4.197201947661808
1813,Roxby Site 1,-100,50,-25,143.1000061,4.963543729189937
1814,Roxby Site 1,-100,50,-25,107.5,4.677490847567717
1815,Roxby Site 2,1,500,250.5,147.3999939,4.993149938371246
1816,Roxby Site 2,1,500,250.5,47.79999924,3.8670256235978284
1817,Roxby Site 2,1,500,250.5,138.8999939,4.933754205843811
1818,Roxby Site 2,1,500,250.5,113.0999985,4.728272369859475
1819,Roxby Site 2,1,500,250.5,122.6999969,4.809742326451992
1820,"Carr Lodge Farm, Doncaster",-50,300,125,132.6999969,4.888090917977197
1821,"Carr Lodge Farm, Doncaster",-50,300,125,33.20000076,3.502549898814009
1822,"Carr Lodge Farm, Doncaster",-50,300,125,63.59999847,4.152613446289473
1823,"Holme Hall Quarry,  near Stainton",75,350,212.5,17.5,2.8622008809294686
1824,"Topham Farm, Sykehouse",-100,200,50,102.0999985,4.625952710479141
1825,"Topham Farm, Sykehouse",-100,200,50,191.1000061,5.252796883166687
1826,"Topham Farm, Sykehouse",-100,200,50,98.5,4.590056548178043
1827,"Topham Farm, Sykehouse",-100,200,50,23.799999239999998,3.1696855487446554
1828,"Topham Farm, Sykehouse",-100,200,50,91.59999847,4.517431254977028
1829,"Topham Farm, Sykehouse",-100,200,50,181.5,5.201255653704905
1830,"Topham Farm, Sykehouse",-100,200,50,109.4000015,4.695010903699033
1831,"Topham Farm, Sykehouse",-100,200,50,47.79999924,3.8670256235978284
1832,"Pickburn Leys, Adwick-Le-Street",-50,300,125,63.59999847,4.152613446289473
1833,"Pickburn Leys, Adwick-Le-Street",-50,300,125,122.6999969,4.809742326451992
1834,Edlington Wood,100,300,200,44,3.784189633918261
1835,Edlington Wood,100,300,200,71.69999695,4.272490705067219
1836,Edlington Wood,100,300,200,83.80000305,4.428433043884218
1837,Stancil,200,300,250,60.59999847,4.104294867827743
1838,"Holmfield Interchange, A1(M), Ferrybridge, Site Q",-100,400,150,88.30000305,4.48074014215125
1839,"Holmfield Interchange, A1(M), Ferrybridge (incl. Site P)",-200,60,-70,35.29999924,3.5638829424095055
1840,"Holmfield Interchange, A1(M), Ferrybridge (incl. Site P)",-50,350,150,48.40000153,3.8794998453341556
1841,"Holmfield Interchange, A1(M), Ferrybridge (incl. Site P)",-50,350,150,122.6999969,4.809742326451992
1842,"Holmfield Interchange, A1(M), Ferrybridge (incl. Site P)",-50,350,150,55.40000153,4.014579621370566
1843,"Holmfield Interchange, A1(M), Ferrybridge (incl. Site P)",1,70,35.5,38.5,3.6506582412937387
1844,Dalton Parlours,-100,375,137.5,15.19999981,2.7212954153522304
1845,Dalton Parlours,-100,375,137.5,60.79999924,4.107589776472121
1846,Dalton Parlours,-100,375,137.5,178.5,5.184588601219693
1847,Dalton Parlours,-100,375,137.5,67.90000153,4.2180360570977875
1848,Dalton Parlours,-100,375,137.5,75.40000153,4.3228072953056875
1849,Dalton Parlours,-100,375,137.5,103.8000031,4.642466000596913
1850,Dalton Parlours,-100,375,137.5,60.20000076,4.09767236493936
1851,Dalton Parlours,-100,375,137.5,78.5,4.363098624788363
1852,Dalton Parlours,-100,375,137.5,72.40000153,4.282206320524267
1853,Dalton Parlours,-100,375,137.5,510,6.234410725718371
1854,Dalton Parlours,-100,375,137.5,227,5.424950017481403
1855,Dalton Parlours,-100,375,137.5,124.6999969,4.825910827826327
1856,Dalton Parlours,-100,375,137.5,17.89999962,2.884800691617659
1857,Dalton Parlours,-100,375,137.5,327.7000122,5.792098592933941
1858,"Asselby to Pannal pipeline, Site 26-2",-50,300,125,89.90000153,4.498697958496484
1859,"Cedar Ridge, Garforth",150,500,325,28,3.332204510175204
1860,"Cedar Ridge, Garforth",300,400,350,67.19999695,4.207673202142198
1861,"Moss Carr, Methley Site 1",-100,50,-25,271.7000122,5.604698561334767
1862,"Moss Carr, Methley Site 1",-100,50,-25,254.5,5.539300835990577
1863,"Moss Carr, Methley Site 2",-80,400,160,176.6999969,5.174453361781791
1864,"Low Common, Whitwood",100,300,200,66.5,4.197201947661808
1865,"Whitwood Common, Whitwood",1,400,200.5,78.5,4.363098624788363
1866,"Bullerthorpe Lane, Swillington",261,537,399,56.79999924,4.039536312346824
1867,Parlington Hollins,-100,500,200,91,4.51085950651685
1868,Faverdale,50,125,87.5,44.20000076,3.7887248062782226
1869,Faverdale,50,125,87.5,50.29999924,3.9180050619963493
1870,Faverdale,50,125,87.5,78.5,4.363098624788363
1871,Faverdale,50,125,87.5,50.29999924,3.9180050619963493
1872,Faverdale,50,125,87.5,38.5,3.6506582412937387
1873,Faverdale,125,200,162.5,38.5,3.6506582412937387
1874,Faverdale,50,125,87.5,38.5,3.6506582412937387
1875,Faverdale,50,125,87.5,47.79999924,3.8670256235978284
1876,Faverdale,50,125,87.5,38.5,3.6506582412937387
1877,Faverdale,125,200,162.5,38.5,3.6506582412937387
1878,Faverdale,50,125,87.5,78.5,4.363098624788363
1879,Piercebridge,80,700,390,116.1999969,4.75531281773967
1880,Piercebridge,80,700,390,103.5,4.639571612705423
1881,Piercebridge,70,400,235,5950,8.691146498539675
1882,Piercebridge,80,700,390,176.6999969,5.174453361781791
1883,Piercebridge,150,400,275,60.29999924,4.099332091129491
1884,Piercebridge,200,325,262.5,142.6999969,4.960744502758894
1885,Piercebridge,120,200,160,44.5,3.7954891891721947
1886,"Street House, Loftus, Cleveland",-50,150,50,19.60000038,2.9755295856242263
1887,"Street House, Loftus, Cleveland",-50,150,50,19.60000038,2.9755295856242263
1888,"Street House, Loftus, Cleveland",-50,150,50,19.60000038,2.9755295856242263
1889,Thorpe Thewles,1,125,63,103.9000015,4.643428912542141
1890,Thorpe Thewles,-100,125,12.5,78.5,4.363098624788363
1891,Thorpe Thewles,1,125,63,30.200000760000002,3.4078419495463868
1892,Thorpe Thewles,1,125,63,95,4.553876891600541
1893,Thorpe Thewles,1,125,63,80.09999847,4.3832758349731895
1894,Thorpe Thewles,-100,1,-49.5,41.90000153,3.7352858634436044
1895,Thorpe Thewles,1,125,63,59.5,4.085976312551584
1896,Thorpe Thewles,-100,1,-49.5,62.20000076,4.1303550119637835
1897,Thorpe Thewles,-100,1,-49.5,169.6999969,5.134032153972649
1898,Catcote,-100,400,150,13.80000019,2.6246686059312747
1899,Catcote,-100,400,150,30.200000760000002,3.4078419495463868
1900,Catcote,-100,400,150,56.79999924,4.039536312346824
1901,Catcote,-100,400,150,75.40000153,4.3228072953056875
1902,Catcote,-100,400,150,21.200000760000002,3.054001217527023
1903,Kilton Thorpe,1,100,50.5,50.29999924,3.9180050619963493
1904,Kilton Thorpe,1,100,50.5,50.29999924,3.9180050619963493
1905,Kilton Thorpe,1,100,50.5,50.29999924,3.9180050619963493
1906,Kilton Thorpe,1,100,50.5,65,4.174387269895637
1907,Kilton Thorpe,-100,100,0,47.79999924,3.8670256235978284
1908,Kilton Thorpe,1,100,50.5,54.09999847,3.990834157571474
1909,Ingleby Barwick,1,150,75.5,19.60000038,2.9755295856242263
1910,Ingleby Barwick,1,150,75.5,313.2000122,5.746842003069393
1911,Ingleby Barwick,350,425,387.5,55.40000153,4.014579621370566
1912,Ingleby Barwick,-100,1,-49.5,32.20000076,3.471966476152847
1913,Ingleby Barwick,350,425,387.5,12.600000380000001,2.5336968441161623
1914,Ingleby Barwick,350,425,387.5,31.200000760000002,3.440418119174411
1915,"Hilltop Farm, Pittington Lane, Broomside, Durham",-100,50,-25,28.299999239999998,3.342861777794068
1916,"Hilltop Farm, Pittington Lane, Broomside, Durham",-100,50,-25,63.59999847,4.152613446289473
1917,"Rockliffe Park, Hurworth-on-Tees, near Darlington",350,360,355,919.7999878,6.82415624184207
1918,Low Middlewood,100,400,250,50.29999924,3.9180050619963493
1919,Low Middlewood,100,400,250,50.29999924,3.9180050619963493
1920,Pig Hill,-100,70,-15,38.5,3.6506582412937387
1921,Pig Hill,-100,70,-15,67.90000153,4.2180360570977875
1922,Pig Hill,-100,70,-15,44.20000076,3.7887248062782226
1923,Heighington Lane west industrial area,1,100,50.5,78.5,4.363098624788363
1924,Heighington Lane west industrial area,1,100,50.5,50.29999924,3.9180050619963493
1925,Dubby Sike,-100,100,0,24,3.1780538303479458
1926,Dubby Sike,-100,100,0,20.39999962,3.0155348822227195
1927,Dubby Sike,-100,100,0,23.799999239999998,3.1696855487446554
1928,Dubby Sike,-100,100,0,18,2.8903717578961645
1929,Forcegarth Pasture South,200,400,300,47.5,3.8607297110405954
1930,Forcegarth Pasture South,200,400,300,47.5,3.8607297110405954
1931,Forcegarth Pasture South,60,400,230,19.60000038,2.9755295856242263
1932,Forcegarth Pasture North,16,156,86,38.5,3.6506582412937387
1933,Forcegarth Pasture North,16,156,86,177.5,5.178970608915471
1934,"Great Chilton, Ferryhill",-100,70,-15,78.5,4.363098624788363
1935,"Bollihope Common, Weardale",-100,200,50,103.9000015,4.643428912542141
1936,Greta Bridge vicus,150,325,237.5,144,4.969813299576001
1937,Greta Bridge vicus,150,325,237.5,176,5.170483995038151
1938,Greta Bridge vicus,150,325,237.5,60,4.0943445622221
1939,Greta Bridge vicus,150,325,237.5,63,4.143134726391533
1940,Greta Bridge vicus,150,325,237.5,70,4.248495242049359
1941,Greta Bridge vicus,150,325,237.5,161.6999969,5.085742747411756
1942,Greta Bridge vicus,150,325,237.5,156,5.049856007249537
1943,Greta Bridge vicus,150,325,237.5,134.8999939,4.904533717995029
1944,Greta Bridge vicus,150,325,237.5,201.6000061,5.306285566455149
1945,West Brandon,-100,-50,-75,246.1000061,5.505737982183682
1946,West Brandon,-100,-50,-75,246.1000061,5.505737982183682
1947,Foxrush Farm,-100,70,-15,38.5,3.6506582412937387
1948,Gowenburn River Camp,-100,150,25,56.79999924,4.039536312346824
1949,Gowenburn River Camp,-100,150,25,56.79999924,4.039536312346824
1950,Gowenburn River Camp,-100,150,25,56.79999924,4.039536312346824
1951,Milking Gap,-100,125,12.5,16.60000038,2.8094027182540637
1952,Milking Gap,-100,125,12.5,13.5,2.6026896854443837
1953,Milking Gap,-100,125,12.5,35.29999924,3.5638829424095055
1954,Milking Gap,-100,125,12.5,21.200000760000002,3.054001217527023
1955,Hetha Burn,75,200,137.5,9.600000381,2.2617631381612897
1956,"Kennel Hall Knowe, North Tynedale",-205,60,-72.5,63.59999847,4.152613446289473
1957,"Kennel Hall Knowe, North Tynedale",-95,130,17.5,90,4.499809670330265
1958,"Kennel Hall Knowe, North Tynedale",-95,215,60,78.5,4.363098624788363
1959,"Kennel Hall Knowe, North Tynedale",-100,200,50,28.299999239999998,3.342861777794068
1960,Apperley Dene,100,200,150,103.9000015,4.643428912542141
1961,"Woolaw, Upper Redesdale",100,200,150,38.5,3.6506582412937387
1962,"Woolaw, Upper Redesdale",100,200,150,45.40000153,3.815512138747742
1963,"Woolaw, Upper Redesdale",100,200,150,62.20000076,4.1303550119637835
1964,"Woolaw, Upper Redesdale",100,200,150,26.39999962,3.273363995758331
1965,"Riding Wood, Bellingham",150,250,200,64.90000153,4.172847647284774
1966,"West Longlee, Wark",100,200,150,50.29999924,3.9180050619963493
1967,"Bridge House, Wark",150,200,175,54.09999847,3.990834157571474
1968,"Bridge House, Wark",150,200,175,35.29999924,3.5638829424095055
1969,"Bridge House, Wark",150,200,175,65,4.174387269895637
1970,Blagdon Park 1,-100,1,-49.5,47.79999924,3.8670256235978284
1971,Blagdon Park 2,-100,100,0,19.60000038,2.9755295856242263
1972,Blagdon Park 2,-200,90,-55,21.200000760000002,3.054001217527023
1973,Blagdon Park 2,-200,90,-55,10.19999981,2.322387701662774
1974,Blagdon Park 2,-200,90,-55,38.5,3.6506582412937387
1975,Blagdon Park 2,-200,90,-55,17.39999962,2.8564701843814024
1976,Blagdon Park 2,-100,100,0,30.200000760000002,3.4078419495463868
1977,Blagdon Park 2,-200,90,-55,10.80000019,2.3795461517227663
1978,Blagdon Park 2,-200,90,-55,19.60000038,2.9755295856242263
1979,Blagdon Park 2,-100,100,0,38.5,3.6506582412937387
1980,Blagdon Park 2,-100,100,0,28.299999239999998,3.342861777794068
1981,Blagdon Park 2,-100,100,0,33.20000076,3.502549898814009
1982,Blagdon Park 2,-200,90,-55,33.20000076,3.502549898814009
1983,Blagdon Park 2,-100,100,0,36.29999924,3.591817720334166
1984,Blagdon Park 2,-200,90,-55,12.600000380000001,2.5336968441161623
1985,Blagdon Park 2,-200,90,-55,26.39999962,3.273363995758331
