ID,Site,Start_date,End_date,Midpoint,RoofedArea,Value
1,Great Holts Farm,250,360,305,405,6.003887067106539
2,Great Holts Farm,250,360,305,64.80000305,4.171305650426129
3,Great Holts Farm,250,360,305,288,5.662960480135946
4,Strood Hall,270,375,322.5,112,4.718498871295094
5,East of Little Dunmow Road,-100,60,-20,78.5,4.363098624788363
6,East of Little Dunmow Road,-100,60,-20,78.5,4.363098624788363
7,Little Oakley,150,350,250,428,6.059123195581797
8,Little Oakley,50,70,60,287,5.659482215759621
9,Orsett 'Cock',50,100,75,37.09999847,3.6136169283734967
10,Orsett 'Cock',50,100,75,31.89999962,3.462605997878573
11,Orsett 'Cock',-100,50,-25,31.299999239999998,3.443618073264957
12,Orsett 'Cock',75,175,125,51.79999924,3.9473901345936224
13,Orsett 'Cock',75,175,125,330,5.799092654460526
14,Orsett 'Cock',175,325,250,95.09999847,4.554928953463016
15,Orsett 'Cock',50,100,75,29.10000038,3.370738187235866
16,Orsett 'Cock',43,60,51.5,243.3000031,5.494295262530948
17,Orsett 'Cock',175,325,250,16,2.772588722239781
18,Orsett 'Cock',175,325,250,12.600000380000001,2.5336968441161623
19,Orsett 'Cock',50,100,75,86.59999847,4.461299797900953
20,Stansted 85-91 (ACS),-50,-25,-37.5,95,4.553876891600541
21,Stansted 85-91 (ACS),-50,40,-5,78.5,4.363098624788363
22,Stansted 85-91 (ACS),-30,40,5,176.6999969,5.174453361781791
23,Stansted 85-91 (ACS),-75,-25,-50,40.70000076,3.7062281111217676
24,Stansted 85-91 (ACS),-70,-40,-55,132.6999969,4.888090917977197
25,Stansted 85-91 (ACS),-50,75,12.5,47.79999924,3.8670256235978284
26,Stansted 85-91 (ACS),-75,75,0,91.59999847,4.517431254977028
27,Stansted 85-91 (ACS),-75,75,0,109.4000015,4.695010903699033
28,Stansted 85-91 (ACS),-75,-50,-62.5,24,3.1780538303479458
29,Stansted 85-91 (ACS),-75,75,0,103.8000031,4.642466000596913
30,Stansted 85-91 (ACS),-75,75,0,95,4.553876891600541
31,Stansted 85-91 (ACS),-50,40,-5,75,4.31748811353631
32,Chignall,120,245,182.5,122.8000031,4.810557040957342
33,Chignall,-100,75,-12.5,138.8999939,4.933754205843811
34,Chignall,75,120,97.5,114,4.736198448394496
35,"Frogs Hall Borrow Pit, Takeley",350,400,375,56.79999924,4.039536312346824
36,Ardale,-100,350,125,122.6999969,4.809742326451992
37,Billericay,1,350,175.5,314.2000122,5.750029764650291
38,Hill Farm,75,400,237.5,662.4000244,6.495869639906798
39,Curry Hill,100,275,187.5,91,4.51085950651685
40,Little Waltham,-25,0,-12.5,143.8000031,4.968423466844665
41,Little Waltham,-125,50,-37.5,203.6000061,5.316157314637074
42,Cressing Churchyard,75,100,87.5,40,3.6888794541139363
43,Cressing Churchyard,150,225,187.5,120.4000015,4.790819545333193
44,Kelvedon,100,400,250,58.90000153,4.075841116633772
45,Kelvedon,-100,50,-25,13.5,2.6026896854443837
46,Kelvedon,-100,50,-25,44,3.784189633918261
47,Kelvedon,-100,50,-25,105,4.653960350157523
48,"Ship Lane, Aveley",50,125,87.5,78.5,4.363098624788363
49,Mucking,-100,400,150,25,3.2188758248682006
50,Mucking,-100,400,150,22,3.091042453358316
51,Mucking,-100,400,150,32.79999924,3.490428492219366
52,Mucking,-100,400,150,154,5.0369526024136295
53,Mucking,-100,400,150,36,3.58351893845611
54,Mucking,-100,400,150,6.599999905,1.8870696346384404
55,Mucking,-100,400,150,32,3.4657359027997265
56,Mucking,-100,400,150,55.59999847,4.018183173738551
57,Mucking,-100,400,150,50,3.912023005428146
58,Mucking,-100,400,150,136,4.912654885736052
59,Mucking,-100,400,150,40,3.6888794541139363
60,Mucking,-100,400,150,139.1000061,4.935193142782739
61,Mucking,-100,400,150,104.0999985,4.645351961211701
62,Mucking,-100,400,150,26.799999239999998,3.2884018591586015
63,"Old House Site, Harlow",100,400,250,143.1000061,4.963543729189937
64,Rayne,75,125,100,78.5,4.363098624788363
65,Rayne,75,125,100,45.70000076,3.822098314530356
66,Rivenhall,200,400,300,971.2999878,6.8786353678477985
67,Rivenhall,100,400,250,585.7999878,6.372978413567412
68,Rivenhall,100,400,250,719.7999878,6.578973378695777
69,Nazeingbury,1,150,75.5,44.20000076,3.7887248062782226
70,Nazeingbury,69,150,109.5,378,5.934894195619588
71,Great Dumnow,375,400,387.5,32,3.4657359027997265
72,"Abbotstone Field, Warren Lane, Stanway",-100,200,50,120,4.787491742782046
73,"Maltings Lane, Witham",200,300,250,90,4.499809670330265
74,"London Gateway, Stanford Wharf Nature Reserve, Stanford-le-Hope",250,400,325,64,4.1588830833596715
75,Passingford,150,250,200,113.0999985,4.728272369859475
76,Passingford,1,50,25.5,162.8999939,5.093136478161712
77,Passingford,1,50,25.5,15,2.70805020110221
78,Passingford,1,400,200.5,12.30000019,2.5095992778255263
79,Passingford,1,50,25.5,109.4000015,4.695010903699033
80,Heybridge,0,50,25,28.299999239999998,3.342861777794068
81,Heybridge,0,50,25,23.799999239999998,3.1696855487446554
82,Heybridge,0,50,25,21.200000760000002,3.054001217527023
83,Heybridge,-50,50,0,50.29999924,3.9180050619963493
84,Heybridge,50,150,100,176,5.170483995038151
85,Heybridge,100,150,125,72.30000305,4.280824171350057
86,Heybridge,0,50,25,28,3.332204510175204
87,Heybridge,50,100,75,40,3.6888794541139363
88,Heybridge,0,50,25,47.79999924,3.8670256235978284
89,Heybridge,-50,0,-25,50.29999924,3.9180050619963493
90,Heybridge,-50,0,-25,19.60000038,2.9755295856242263
91,Heybridge,0,50,25,22.89999962,3.1311368939663073
92,Heybridge,-50,0,-25,38.5,3.6506582412937387
93,Heybridge,-50,50,0,21.200000760000002,3.054001217527023
94,Heybridge,-50,50,0,44.20000076,3.7887248062782226
95,Heybridge,250,350,300,42,3.7376696182833684
96,Heybridge,150,200,175,60,4.0943445622221
97,Heybridge,0,50,25,26.39999962,3.273363995758331
98,Heybridge,150,200,175,14.399999619999999,2.6672281801930655
99,Heybridge,0,100,50,95,4.553876891600541
100,Heybridge,50,150,100,46,3.828641396489095
101,Heybridge,0,50,25,40.70000076,3.7062281111217676
102,Heybridge,50,100,75,69.40000153,4.239886889558868
103,Heybridge,50,150,100,14.30000019,2.660259550552575
104,Heybridge,0,50,25,154,5.0369526024136295
105,Heybridge,250,400,325,16.799999239999998,2.821378841171117
106,Heybridge,0,50,25,19.60000038,2.9755295856242263
107,Heybridge,0,50,25,24.60000038,3.2027464583854717
108,Heybridge,-50,0,-25,15,2.70805020110221
109,Heybridge,-50,0,-25,60,4.0943445622221
110,Heybridge,-50,50,0,28.299999239999998,3.342861777794068
111,Heybridge,0,50,25,16.60000038,2.8094027182540637
112,Ash Plantation (Site 2),100,300,200,54.09999847,3.990834157571474
113,Orton Longueville,-200,80,-60,95,4.553876891600541
114,Orton Longueville,-200,80,-60,120,4.787491742782046
115,Orton hall Farm,300,500,400,507.2000122,6.2289054271766435
116,Orton hall Farm,225,500,362.5,203,5.313205979041787
117,"Plant's Farm, Maxey",-100,100,0,143.1000061,4.963543729189937
118,Bluntisham,1,125,63,49,3.8918202981106265
119,Hurst Lane Reservoir,-100,50,-25,27.299999239999998,3.3068866743520857
120,Hurst Lane Reservoir,50,150,100,100,4.605170185988092
121,Hurst Lane Reservoir,-100,50,-25,40.70000076,3.7062281111217676
122,Hurst Lane Reservoir,-100,50,-25,40.70000076,3.7062281111217676
123,Hurst Lane Reservoir,50,150,100,100,4.605170185988092
124,Hurst Lane Reservoir,-100,50,-25,23.799999239999998,3.1696855487446554
125,Hurst Lane Reservoir,-100,50,-25,49,3.8918202981106265
126,Hurst Lane Reservoir,-100,50,-25,65,4.174387269895637
127,Hurst Lane Reservoir,-100,50,-25,153.8999939,5.036303001208705
128,Hurst Lane Reservoir,-100,50,-25,59.5,4.085976312551584
129,Hurst Lane Reservoir,50,150,100,110,4.700480365792417
130,Hurst Lane Reservoir,-100,50,-25,113.0999985,4.728272369859475
131,Hurst Lane Reservoir,-100,50,-25,69.40000153,4.239886889558868
132,Hurst Lane Reservoir,-100,50,-25,132.6999969,4.888090917977197
133,Hurst Lane Reservoir,-100,50,-25,54.09999847,3.990834157571474
134,Hurst Lane Reservoir,-100,50,-25,113.0999985,4.728272369859475
135,Hurst Lane Reservoir,-100,50,-25,38.5,3.6506582412937387
136,Hurst Lane Reservoir,-100,50,-25,176.6999969,5.174453361781791
137,Hurst Lane Reservoir,-100,50,-25,176.6999969,5.174453361781791
138,Hurst Lane Reservoir,50,150,100,60,4.0943445622221
139,Hurst Lane Reservoir,-100,50,-25,17.39999962,2.8564701843814024
140,Hurst Lane Reservoir,-100,50,-25,100.3000031,4.608165725875168
141,Hurst Lane Reservoir,-100,50,-25,91.59999847,4.517431254977028
142,Hurst Lane Reservoir,50,150,100,62.20000076,4.1303550119637835
143,Hurst Lane Reservoir,-100,50,-25,80.09999847,4.3832758349731895
144,Parson Drove,0,100,50,50.29999924,3.9180050619963493
145,Parson Drove,0,100,50,95,4.553876891600541
146,Parson Drove,0,100,50,38.5,3.6506582412937387
147,Wardy Hill,-100,75,-12.5,132,4.882801922586371
148,Wardy Hill,-100,75,-12.5,44.20000076,3.7887248062782226
149,Wardy Hill,-100,75,-12.5,19.60000038,2.9755295856242263
150,Lower Cambourne,300,400,350,45.5,3.817712325956905
151,Lower Cambourne,200,300,250,108.8000031,4.689511362914489
152,Lower Cambourne,300,400,350,19.39999962,2.9652730464816535
153,Lower Cambourne,200,300,250,78.5,4.363098624788363
154,Lower Cambourne,50,200,125,95,4.553876891600541
155,Lower Cambourne,50,200,125,153.8999939,5.036303001208705
156,Lower Cambourne,50,200,125,95,4.553876891600541
157,Lower Cambourne,50,200,125,132.6999969,4.888090917977197
158,Poplar Plantation,1,75,38,66.5,4.197201947661808
159,Knapwell Plantation,-100,50,-25,78.5,4.363098624788363
160,Knapwell Plantation,-100,50,-25,70.90000153,4.261270455117772
161,Knapwell Plantation,-100,50,-25,91.59999847,4.517431254977028
162,Knapwell Plantation,-100,50,-25,113.0999985,4.728272369859475
163,Jeavsons Lane,-100,400,150,30,3.4011973816621555
164,Little Common Farm,-100,50,-25,63.59999847,4.152613446289473
165,Little Common Farm,-100,50,-25,56.79999924,4.039536312346824
166,Little Common Farm,-100,50,-25,95,4.553876891600541
167,Little Common Farm,-100,50,-25,63.59999847,4.152613446289473
168,The Grange,0,250,125,56.79999924,4.039536312346824
169,The Grange,0,250,125,33.20000076,3.502549898814009
170,Stonea Grange,125,220,172.5,20,2.995732273553991
171,Stonea Grange,125,220,172.5,758.2000122,6.630947219172976
172,Stonea Grange,125,220,172.5,18,2.8903717578961645
173,Stonea Grange,125,220,172.5,55,4.007333185232471
174,Stonea Grange,125,220,172.5,147.3000031,4.99247134451407
175,Stonea Grange,125,220,172.5,109.3000031,4.694096423544798
176,Stonea Grange,125,220,172.5,31,3.4339872044851463
177,Stonea Grange,125,220,172.5,60,4.0943445622221
178,Stonea Grange,125,220,172.5,240,5.480638923341991
179,Stonea Grange,125,220,172.5,99.40000153,4.5991521290548825
180,Haddenham Iron Age settlement,-100,50,-25,33.20000076,3.502549898814009
181,Haddenham Iron Age settlement,-100,50,-25,373.2999878,5.9223823532390485
182,Haddenham Iron Age settlement,-100,50,-25,642.4000244,6.465211200615117
183,Haddenham Iron Age settlement,-100,50,-25,206.1000061,5.328361517493696
184,Haddenham Iron Age settlement,-100,50,-25,81.69999695,4.403053964534255
185,Haddenham Iron Age settlement,-100,50,-25,576.7999878,6.35749556481956
186,"Rectory Field, Godmanchester",100,425,262.5,291.2000122,5.674010358218134
187,"Rectory Field, Godmanchester",100,425,262.5,20.799999239999998,3.03495295016881
188,"Rectory Field, Godmanchester",125,350,237.5,18.39999962,2.9123506439627658
189,"Rectory Field, Godmanchester",100,425,262.5,13.19999981,2.5802168151983857
190,Camp Ground,270,350,310,27,3.295836866004329
191,Camp Ground,350,410,380,61.79999924,4.12390335216591
192,Camp Ground,270,350,310,27.5,3.3141860046725258
193,Camp Ground,-100,50,-25,50.29999924,3.9180050619963493
194,Camp Ground,270,350,310,123.8000031,4.818667385290883
195,Camp Ground,270,350,310,64,4.1588830833596715
196,Camp Ground,270,350,310,168,5.123963979403259
197,Camp Ground,-100,50,-25,23.799999239999998,3.1696855487446554
198,Camp Ground,350,410,380,55,4.007333185232471
199,Camp Ground,190,270,230,90,4.499809670330265
200,Camp Ground,190,270,230,44,3.784189633918261
201,Camp Ground,-100,50,-25,54.09999847,3.990834157571474
202,Camp Ground,270,350,310,72,4.276666119016055
203,Camp Ground,270,350,310,84,4.430816798843313
204,Camp Ground,270,350,310,128.3000031,4.854371295783711
205,Camp Ground,270,350,310,153,5.030437921392435
206,Camp Ground,270,350,310,20,2.995732273553991
207,Camp Ground,270,350,310,165,5.10594547390058
208,Camp Ground,270,350,310,61.59999847,4.120661845701812
209,Camp Ground,270,350,310,320,5.768320995793772
210,Camp Ground,190,270,230,120,4.787491742782046
211,Camp Ground,-100,50,-25,50.29999924,3.9180050619963493
212,Camp Ground,270,350,310,54,3.9889840465642745
213,Camp Ground,190,270,230,643.5,6.466922027036182
214,Camp Ground,120,190,155,87.80000305,4.475061535379111
215,Camp Ground,120,190,155,42.29999924,3.744787068085329
216,Camp Ground,190,270,230,78,4.356708826689592
217,Camp Ground,-100,50,-25,83.30000305,4.422448585787442
218,Camp Ground,350,410,380,9.199999809,2.2192034632941247
219,"Cat's water, Fengate",-100,50,-25,113.0999985,4.728272369859475
220,"Cat's water, Fengate",-100,200,50,70.90000153,4.261270455117772
221,"Cat's water, Fengate",-100,50,-25,103.9000015,4.643428912542141
222,"Cat's water, Fengate",-100,50,-25,86.59999847,4.461299797900953
223,"Cat's water, Fengate",-100,50,-25,8,2.0794415416798357
224,"Cat's water, Fengate",-100,50,-25,15,2.70805020110221
225,"Cat's water, Fengate",-100,50,-25,56.79999924,4.039536312346824
226,"Cat's water, Fengate",-100,50,-25,38.5,3.6506582412937387
227,"Cat's water, Fengate",-100,50,-25,47.79999924,3.8670256235978284
228,"Cat's water, Fengate",-100,50,-25,63.59999847,4.152613446289473
229,"Cat's water, Fengate",-100,50,-25,81.69999695,4.403053964534255
230,"Cat's water, Fengate",-100,50,-25,25,3.2188758248682006
231,"Cat's water, Fengate",-100,50,-25,38.5,3.6506582412937387
232,"Cat's water, Fengate",-100,200,50,44.20000076,3.7887248062782226
233,"Land off Broadway, Yaxley, Peterborough",-100,400,150,15.600000380000001,2.7472709386144656
234,"Land off Broadway, Yaxley, Peterborough",200,400,300,300,5.703782474656201
235,"Land off Broadway, Yaxley, Peterborough",50,150,100,122.6999969,4.809742326451992
236,"Land off Broadway, Yaxley, Peterborough",1,50,25.5,63.59999847,4.152613446289473
237,"Land off Broadway, Yaxley, Peterborough",-100,50,-25,95,4.553876891600541
238,"Land off Broadway, Yaxley, Peterborough",-100,50,-25,85,4.442651256490317
239,"Land off Broadway, Yaxley, Peterborough",150,300,225,80,4.382026634673881
240,Castor,150,400,275,4364.100098,8.381167283903473
241,"New Road, Haslingfield",-50,50,0,27,3.295836866004329
242,"Langdale Hale, Earith, Colne Fen",180,250,215,15.80000019,2.7600099520582377
243,"Langdale Hale, Earith, Colne Fen",250,325,287.5,22.10000038,3.095577625718277
244,"Langdale Hale, Earith, Colne Fen",180,250,215,63.29999924,4.147885317143811
245,"Langdale Hale, Earith, Colne Fen",50,350,200,24,3.1780538303479458
246,"Langdale Hale, Earith, Colne Fen",50,70,60,23.799999239999998,3.1696855487446554
247,"Langdale Hale, Earith, Colne Fen",70,120,95,312,5.7430031878094825
248,"Langdale Hale, Earith, Colne Fen",130,180,155,95,4.553876891600541
249,"Langdale Hale, Earith, Colne Fen",180,325,252.5,82.80000305,4.416428098226962
250,"Langdale Hale, Earith, Colne Fen",50,70,60,17.39999962,2.8564701843814024
251,"Langdale Hale, Earith, Colne Fen",180,325,252.5,40,3.6888794541139363
252,"Langdale Hale, Earith, Colne Fen",130,180,155,150.3999939,5.013298370957228
253,New Fen Drove,1,50,25.5,27.299999239999998,3.3068866743520857
254,New Fen Drove,1,50,25.5,10.19999981,2.322387701662774
255,New Fen Drove,250,350,300,135,4.90527477843843
256,New Fen Drove,100,350,225,31.39999962,3.4468078808122966
257,"Hinxton Quarry, Cambridge",1,350,175.5,17.5,2.8622008809294686
258,"Bannold Lodge, Chittering",75,300,187.5,95,4.553876891600541
259,Vicar's Farm,120,180,150,136,4.912654885736052
260,Vicar's Farm,180,270,225,45.09999847,3.8088822125840203
261,Vicar's Farm,270,410,340,14,2.6390573296152584
262,Vicar's Farm,180,270,225,55,4.007333185232471
263,Vicar's Farm,80,180,130,19.60000038,2.9755295856242263
264,Great Wilbraham,0,400,200,27.10000038,3.2995337419077955
265,"Clay Farm, Trumpington",-100,43,-28.5,78.5,4.363098624788363
266,"Clay Farm, Trumpington",43,200,121.5,28.299999239999998,3.342861777794068
267,"Owl's End Road, Bury",-100,100,0,19.60000038,2.9755295856242263
268,"Owl's End Road, Bury",-100,100,0,78.5,4.363098624788363
269,"ARES Site, Babraham",50,150,100,112.5,4.722953221644475
270,North-west Cambridge Site II/RB 1,50,200,125,135,4.90527477843843
271,Werrington,-200,60,-70,176.6999969,5.174453361781791
272,Werrington,-200,60,-70,78.5,4.363098624788363
273,"Bretton Way, Peterborough",1,100,50.5,56.79999924,4.039536312346824
274,"Bretton Way, Peterborough",275,325,300,178.5,5.184588601219693
275,"Bretton Way, Peterborough",50,100,75,65,4.174387269895637
276,Low Park Corner Chippenham,-100,200,50,44.20000076,3.7887248062782226
277,Low Park Corner Chippenham,-100,200,50,23,3.1354942159291497
278,Low Park Corner Chippenham,-100,200,50,62.29999924,4.131961413594371
279,Low Park Corner Chippenham,-100,200,50,63.59999847,4.152613446289473
280,Low Park Corner Chippenham,-100,200,50,56.79999924,4.039536312346824
281,Baldock bypass,1,400,200.5,86.59999847,4.461299797900953
282,Ware,0,200,100,44,3.784189633918261
283,Baldock,100,550,325,40.79999924,3.708682062782665
284,Baldock,50,550,300,44.20000076,3.7887248062782226
285,Baldock,-100,550,225,94.5,4.548599834499697
286,Baldock,160,550,355,38.5,3.6506582412937387
287,Baldock,-100,550,225,69,4.23410650459726
288,Gorhambury,43,62,52.5,19.60000038,2.9755295856242263
289,Gorhambury,250,300,275,37.5,3.624340932976365
290,Gorhambury,20,43,31.5,41.90000153,3.7352858634436044
291,Gorhambury,20,43,31.5,189.8000031,5.24597090250881
292,Gorhambury,20,43,31.5,92.69999695,4.529368439669975
293,Gorhambury,20,43,31.5,50.29999924,3.9180050619963493
294,Gorhambury,20,43,31.5,23.799999239999998,3.1696855487446554
295,Gorhambury,300,350,325,90.30000305,4.50313749419924
296,Gorhambury,175,250,212.5,113.0999985,4.728272369859475
297,Gorhambury,62,100,81,27,3.295836866004329
298,Gorhambury,62,100,81,41.90000153,3.7352858634436044
299,Gorhambury,62,100,81,41.90000153,3.7352858634436044
300,Gorhambury,43,62,52.5,189.8000031,5.24597090250881
301,Gorhambury,100,175,137.5,45,3.8066624897703196
302,Gorhambury,62,100,81,38.5,3.6506582412937387
303,Gorhambury,100,175,137.5,165.8000031,5.11078226139842
304,Gorhambury,20,43,31.5,24,3.1780538303479458
305,Park Street,65,350,207.5,20.10000038,3.0007198339705026
306,Park Street,300,350,325,44.59999847,3.7977338247210852
307,Braughing,45,90,67.5,39.29999924,3.671224499536793
308,Braughing,-15,45,15,37.59999847,3.6270040097043585
309,Braughing,-15,45,15,17,2.833213344056216
310,Braughing,45,90,67.5,24.799999239999998,3.2108436225257746
311,Braughing,-15,45,15,15.19999981,2.7212954153522304
312,Braughing,-15,45,15,28.5,3.349904087274605
313,Braughing,45,90,67.5,40,3.6888794541139363
314,Braughing,45,90,67.5,28.5,3.349904087274605
315,Braughing,-15,45,15,23.10000038,3.139832633977964
316,Braughing,45,90,67.5,26.5,3.2771447329921766
317,Ware,300,350,325,42.40000153,3.747148398322817
318,Ware,355,400,377.5,100,4.605170185988092
319,Little Wymondley,50,150,100,97.19999695,4.576770680087792
320,"Foxholes Farm, Hertford",-100,50,-25,60.5,4.102643365036796
321,"Foxholes Farm, Hertford",1,450,225.5,11.30000019,2.424802742532454
322,"Foxholes Farm, Hertford",1,450,225.5,20.5,3.0204248861443626
323,"Foxholes Farm, Hertford",1,450,225.5,7.099999905,1.960094770666988
324,"Dicket Mead, Lockleys",270,360,315,364.5,5.898526551448713
325,"Dicket Mead, Lockleys",260,330,295,364.5,5.898526551448713
326,"Lobs Hole, Stevenage",100,300,200,12.600000380000001,2.5336968441161623
327,"Lobs Hole, Stevenage",100,300,200,18,2.8903717578961645
328,"Boxfield Farm, Chells, Stevenage",125,210,167.5,140,4.941642422609304
329,Turner's Hall Farm & Sandridge,43,200,121.5,26.5,3.2771447329921766
330,Turner's Hall Farm & Sandridge,50,150,100,24,3.1780538303479458
331,"Kilverstone, Thetford",200,400,300,50.29999924,3.9180050619963493
332,"Kilverstone, Thetford",50,100,75,104.9000015,4.6530075297015845
333,"Kilverstone, Thetford",200,400,300,23.799999239999998,3.1696855487446554
334,"Kilverstone, Thetford",100,200,150,209.8999939,5.346631197765129
335,"Kilverstone, Thetford",50,100,75,20.299999239999998,3.0106208486093173
336,"Melford Meadows, Brettenham, Thetford",50,400,225,44.20000076,3.7887248062782226
337,"Melford Meadows, Brettenham, Thetford",100,400,250,63.59999847,4.152613446289473
338,"Melford Meadows, Brettenham, Thetford",350,400,375,72,4.276666119016055
339,"Melford Meadows, Brettenham, Thetford",250,400,325,50,3.912023005428146
340,"Brandon Road, Thetford",75,100,87.5,63.59999847,4.152613446289473
341,"Brandon Road, Thetford",75,100,87.5,26.39999962,3.273363995758331
342,Snettisham Bypass,50,100,75,8.899999619,2.1860512339291045
343,Snettisham Bypass,75,125,100,54.09999847,3.990834157571474
344,"Crow Hall Park, London Road, Downham Market, 1999-2000",1,75,38,18.10000038,2.895911959266255
345,"Crow Hall Park, London Road, Downham Market, 1999-2000",1,75,38,12.600000380000001,2.5336968441161623
346,"Brandon Road, Thetford, 1964-6",50,70,60,41.90000153,3.7352858634436044
347,"Brandon Road, Thetford, 1964-6",50,70,60,24.60000038,3.2027464583854717
348,"Brandon Road, Thetford, 1964-6",50,70,60,22.10000038,3.095577625718277
349,"Brandon Road, Thetford, 1964-6",50,70,60,56.79999924,4.039536312346824
350,"Brandon Road, Thetford, 1964-6",50,70,60,85,4.442651256490317
351,"Brandon Road, Thetford, 1964-6",50,70,60,19.60000038,2.9755295856242263
352,"Brandon Road, Thetford, 1964-6",50,70,60,38.5,3.6506582412937387
353,"Brandon Road, Thetford, 1964-6",50,70,60,52.79999924,3.966511176318276
354,"Brandon Road, Thetford, 1964-6",50,70,60,16.60000038,2.8094027182540637
355,"Brandon Road, Thetford, 1964-6",50,70,60,29.200000760000002,3.374168735301633
356,Fison Way,40,70,55,90,4.499809670330265
357,Fison Way,40,70,55,86.59999847,4.461299797900953
358,Fison Way,40,70,55,95,4.553876891600541
359,Fison Way,-100,40,-30,37.40000153,3.6216707453295762
360,Fison Way,40,70,55,132.6999969,4.888090917977197
361,Fison Way,40,70,55,81.69999695,4.403053964534255
362,Brampton,150,300,225,49.59999847,3.903990802884107
363,Brampton,175,300,237.5,49.5,3.901972669574645
364,Scole,145,275,210,82.5,4.412798293340635
365,"Fosters End Drove, East Winch",175,250,212.5,199,5.293304824724492
366,"Fosters End Drove, East Winch",200,250,225,132,4.882801922586371
367,Caistor St Edmund villa,100,200,150,254.1000061,5.5377279143324145
368,Caistor St Edmund villa,100,450,275,372.7000122,5.920773839219315
369,Wixoe,150,275,212.5,42,3.7376696182833684
370,Wixoe,150,275,212.5,54.09999847,3.990834157571474
371,Wixoe,75,150,112.5,42,3.7376696182833684
372,Wixoe,275,425,350,60,4.0943445622221
373,Wixoe,150,275,212.5,66,4.189654742026425
374,Wixoe,75,150,112.5,50,3.912023005428146
375,Hacheston,50,75,62.5,30.39999962,3.414442595912176
376,Hacheston,50,75,62.5,78.5,4.363098624788363
377,West Stow,-100,0,-50,15.899999619999999,2.7663190853268143
378,West Stow,-100,150,25,40.20000076,3.693867014530448
379,West Stow,-100,150,25,32.70000076,3.4873751011447975
380,West Stow,25,50,37.5,75.40000153,4.3228072953056875
381,West Stow,25,50,37.5,89.09999847,4.4897593173050465
382,RAF Lakenheath Caudle Head Mere,1,400,200.5,19.60000038,2.9755295856242263
383,RAF Lakenheath Caudle Head Mere,1,400,200.5,19.60000038,2.9755295856242263
384,RAF Lakenheath Caudle Head Mere,1,400,200.5,28.299999239999998,3.342861777794068
385,"Smye's Corner, Shrublands Quarry, Coddenham",-100,400,150,120.8000031,4.794136311162966
386,Wenhaston,200,300,250,45.90000153,3.8264651503998324
387,Wenhaston,200,300,250,116.8000031,4.760463096935222
388,Wixoe Pipeline WIX021,1,100,50.5,12,2.4849066497880004
389,Wixoe Pipeline WIX021,43,100,71.5,40,3.6888794541139363
390,"Land north of Ann Suckling Road, Haverhill",1,100,50.5,122.6999969,4.809742326451992
391,West Stagsden,1,325,163,95,4.553876891600541
392,East Stagsden,-100,40,-30,113.0999985,4.728272369859475
393,East Stagsden,-100,40,-30,78.5,4.363098624788363
394,Puddlehill,-50,200,75,56,4.02535169073515
395,Puddlehill,0,100,50,7.5,2.0149030205422647
396,Puddlehill,0,100,50,23.10000038,3.139832633977964
397,Puddlehill,-50,200,75,8.100000381,2.091864108715429
398,Puddlehill,-50,200,75,20.299999239999998,3.0106208486093173
399,Puddlehill,-50,200,75,29.200000760000002,3.374168735301633
400,"Luton Road, Wilstead",1,400,200.5,78.5,4.363098624788363
401,"Luton Road, Wilstead",1,400,200.5,254.5,5.539300835990577
402,Ampthill Road,1,150,75.5,113.0999985,4.728272369859475
403,"Ursula Taylor School, Clapham",1,50,25.5,78.5,4.363098624788363
404,"Marsh Leys, Kempston, Farmstead 2/4",50,150,100,63.59999847,4.152613446289473
405,"Marsh Leys, Kempston, Farmstead 2/4",50,150,100,19.60000038,2.9755295856242263
406,"Marsh Leys, Kempston, Farmstead 2/4",150,300,225,16,2.772588722239781
407,"Marsh Leys, Kempston, Farmstead 2/4",150,300,225,200,5.298317366548036
408,"Marsh Leys, Kempston, Farmstead 2/4",150,300,225,171,5.14166355650266
409,Eastcotts,100,400,250,52,3.9512437185814275
410,Biddenham Loop Farmstead 6/8/10/14,1,325,163,86.59999847,4.461299797900953
411,Biddenham Loop Farmstead 6/8/10/14,1,325,163,33.20000076,3.502549898814009
412,Biddenham Loop Farmstead 6/8/10/14,1,325,163,113.0999985,4.728272369859475
413,Biddenham Loop Farmstead 6/8/10/14,1,325,163,55.40000153,4.014579621370566
414,Biddenham Loop Farmstead 6/8/10/14,1,325,163,78.5,4.363098624788363
415,A421: Roxton Road West (Site 1),50,200,125,78.5,4.363098624788363
416,A421: High Barns Road (Site 2),-100,50,-25,113.0999985,4.728272369859475
417,A421 Birchfield Road (Site 4),-100,350,125,38.5,3.6506582412937387
418,A421 Birchfield Road (Site 4),-100,350,125,42,3.7376696182833684
419,A421 Water End East (Site 8),50,250,150,78.5,4.363098624788363
420,A421 Water End East (Site 8),50,250,150,50.29999924,3.9180050619963493
421,A421 Water End East (Site 8),50,250,150,50.29999924,3.9180050619963493
422,A421 Water End East (Site 8),50,250,150,63.59999847,4.152613446289473
423,A421 Water End East (Site 8),50,250,150,49,3.8918202981106265
424,A421 Water End East (Site 8),50,250,150,480,6.173786103901937
425,"Spring Lane, Yelden",1,200,100.5,50.29999924,3.9180050619963493
426,Willington to Steppingley 900 mm gas pipeline. Site 13,175,325,250,176.6999969,5.174453361781791
427,"Marston Park, Marston Moretaine",-100,300,100,13.19999981,2.5802168151983857
428,Kempston,75,400,237.5,31.200000760000002,3.440418119174411
